sample_id,gallery_view,method,rule,attribution
s006_v090_1,0,integrated_gradients,R5,0.00031797101837582886
s006_v090_1,0,integrated_gradients,R6,0.0009128668461926281
s006_v090_1,0,integrated_gradients,R7,0.0001106418640119955
s006_v090_1,0,integrated_gradients,R8,7.962696457752827e-08
s006_v090_1,0,exact_shapley,R1,0.08594831216032617
s006_v090_1,0,exact_shapley,R2,-0.01589054321812
s006_v090_1,0,exact_shapley,R3,2.8669834617467416e-06
s006_v090_1,0,exact_shapley,R4,4.34012645769144e-05
s006_v090_1,0,exact_shapley,R5,0.0003127675715859368
s006_v090_1,0,exact_shapley,R6,0.0009088032461477269
s006_v090_1,0,exact_shapley,R7,0.00010932471215596706
s006_v090_1,0,exact_shapley,R8,4.300049710748155e-08
s007_v000_1,90,rule_removal,R1,-0.04566293954849243
s007_v000_1,90,rule_removal,R2,0.6311447024345398
s007_v000_1,90,rule_removal,R3,0.00023651123046875
s007_v000_1,90,rule_removal,R4,0.004668772220611572
s007_v000_1,90,rule_removal,R5,-4.00543212890625e-05
s007_v000_1,90,rule_removal,R6,-0.001856684684753418
s007_v000_1,90,rule_removal,R7,-0.00997394323348999
s007_v000_1,90,rule_removal,R8,-2.288818359375e-05
s007_v000_1,90,integrated_gradients,R1,-0.13262026011943817
s007_v000_1,90,integrated_gradients,R2,0.6289244294166565
s007_v000_1,90,integrated_gradients,R3,0.00043242578976787627
s007_v000_1,90,integrated_gradients,R4,0.016067087650299072
s007_v000_1,90,integrated_gradients,R5,-0.0001638150861253962
s007_v000_1,90,integrated_gradients,R6,-0.004201651085168123
s007_v000_1,90,integrated_gradients,R7,-0.01692359708249569
s007_v000_1,90,integrated_gradients,R8,-2.188904363720212e-05
s007_v000_1,90,exact_shapley,R1,-0.10205389832844958
s007_v000_1,90,exact_shapley,R2,0.5882967192446813
s007_v000_1,90,exact_shapley,R3,0.00034403212498546054
s007_v000_1,90,exact_shapley,R4,0.016614119835594465
s007_v000_1,90,exact_shapley,R5,-0.00014821550194632493
s007_v000_1,90,exact_shapley,R6,-0.0030157441456140077
s007_v000_1,90,exact_shapley,R7,-0.008468084695778089
s007_v000_1,90,exact_shapley,R8,-6.734650846662582e-06
s007_v090_1,0,rule_removal,R1,-0.08258318901062012
s007_v090_1,0,rule_removal,R2,0.14670050144195557
s007_v090_1,0,rule_removal,R3,3.701448440551758e-05
s007_v090_1,0,rule_removal,R4,-0.004169464111328125
s007_v090_1,0,rule_removal,R5,-0.0003235340118408203
s007_v090_1,0,rule_removal,R6,-0.00841754674911499
s007_v090_1,0,rule_removal,R7,-0.011654496192932129
s007_v090_1,0,rule_removal,R8,-5.78761100769043e-05
s007_v090_1,0,integrated_gradients,R1,-0.09475704282522202
s007_v090_1,0,integrated_gradients,R2,0.1665416657924652
s007_v090_1,0,integrated_gradients,R3,2.8691982151940465e-05
s007_v090_1,0,integrated_gradients,R4,-0.004700919147580862
s007_v090_1,0,integrated_gradients,R5,-0.00043211490265093744
s007_v090_1,0,integrated_gradients,R6,-0.01015307754278183
s007_v090_1,0,integrated_gradients,R7,-0.013394013978540897
s007_v090_1,0,integrated_gradients,R8,-5.577523188549094e-05
s007_v090_1,0,exact_shapley,R1,-0.08450110990088433
s007_v090_1,0,exact_shapley,R2,0.1532250827876851
s007_v090_1,0,exact_shapley,R3,2.9699221329337888e-05
s007_v090_1,0,exact_shapley,R4,-0.004240759567892383
s007_v090_1,0,exact_shapley,R5,-0.00038099623020571016
s007_v090_1,0,exact_shapley,R6,-0.009138243767665699
s007_v090_1,0,exact_shapley,R7,-0.01186190882253868
s007_v090_1,0,exact_shapley,R8,-4.925763411378625e-05
