sample_id,gallery_view,method,rule,attribution
s006_v090_1,0,integrated_gradients,R2,-0.01886570081114769
s006_v090_1,0,integrated_gradients,R3,-5.631863132293802e-06
s006_v090_1,0,integrated_gradients,R4,6.438398122554645e-05
s006_v090_1,0,integrated_gradients,R5,0.00024796571233309805
s006_v090_1,0,integrated_gradients,R6,0.0007468992262147367
s006_v090_1,0,integrated_gradients,R7,8.810759027255699e-05
s006_v090_1,0,integrated_gradients,R8,-6.588921905859024e-07
s006_v090_1,0,exact_shapley,R1,0.08939795845071785
s006_v090_1,0,exact_shapley,R2,-0.01839334439864615
s006_v090_1,0,exact_shapley,R3,-4.932071561825069e-06
s006_v090_1,0,exact_shapley,R4,6.306136054945455e-05
s006_v090_1,0,exact_shapley,R5,0.00025982921127365444
s006_v090_1,0,exact_shapley,R6,0.0007424991194966424
s006_v090_1,0,exact_shapley,R7,8.907382158440669e-05
s006_v090_1,0,exact_shapley,R8,-6.953165815892781e-07
s007_v000_1,90,rule_removal,R1,-0.030017852783203125
s007_v000_1,90,rule_removal,R2,0.6914372444152832
s007_v000_1,90,rule_removal,R3,5.3822994232177734e-05
s007_v000_1,90,rule_removal,R4,0.0006181001663208008
s007_v000_1,90,rule_removal,R5,-0.0002048015594482422
s007_v000_1,90,rule_removal,R6,-0.001166999340057373
s007_v000_1,90,rule_removal,R7,-0.00043696165084838867
s007_v000_1,90,rule_removal,R8,3.1113624572753906e-05
s007_v000_1,90,integrated_gradients,R1,-0.12175241112709045
s007_v000_1,90,integrated_gradients,R2,0.6814202070236206
s007_v000_1,90,integrated_gradients,R3,0.00021229647973086685
s007_v000_1,90,integrated_gradients,R4,0.0060910447500646114
s007_v000_1,90,integrated_gradients,R5,-0.0005173530662432313
s007_v000_1,90,integrated_gradients,R6,-0.002600200241431594
s007_v000_1,90,integrated_gradients,R7,0.001625722972676158
s007_v000_1,90,integrated_gradients,R8,9.198624320561066e-05
s007_v000_1,90,exact_shapley,R1,-0.0931932215753477
s007_v000_1,90,exact_shapley,R2,0.644025593297556
s007_v000_1,90,exact_shapley,R3,0.0002030465431417383
s007_v000_1,90,exact_shapley,R4,0.008381763071176884
s007_v000_1,90,exact_shapley,R5,-0.0003413522749724507
s007_v000_1,90,exact_shapley,R6,-0.001517260507625906
s007_v000_1,90,exact_shapley,R7,0.007055969708062548
s007_v000_1,90,exact_shapley,R8,7.400894198994479e-05
s007_v090_1,0,rule_removal,R1,-0.07982981204986572
s007_v090_1,0,rule_removal,R2,0.18238741159439087
s007_v090_1,0,rule_removal,R3,3.600120544433594e-05
s007_v090_1,0,rule_removal,R4,-0.006458401679992676
s007_v090_1,0,rule_removal,R5,-0.0007453560829162598
s007_v090_1,0,rule_removal,R6,-0.008175253868103027
s007_v090_1,0,rule_removal,R7,-0.009736061096191406
s007_v090_1,0,rule_removal,R8,0.00012052059173583984
s007_v090_1,0,integrated_gradients,R1,-0.09703736752271652
s007_v090_1,0,integrated_gradients,R2,0.20098499953746796
s007_v090_1,0,integrated_gradients,R3,6.445867620641366e-05
s007_v090_1,0,integrated_gradients,R4,-0.007138475775718689
s007_v090_1,0,integrated_gradients,R5,-0.0007567675784230232
s007_v090_1,0,integrated_gradients,R6,-0.008968980982899666
s007_v090_1,0,integrated_gradients,R7,-0.01077654305845499
s007_v090_1,0,integrated_gradients,R8,0.00014224348706193268
s007_v090_1,0,exact_shapley,R1,-0.08531237172428519
s007_v090_1,0,exact_shapley,R2,0.18509529146831483
s007_v090_1,0,exact_shapley,R3,6.030361673836637e-05
s007_v090_1,0,exact_shapley,R4,-0.006014469609908701
s007_v090_1,0,exact_shapley,R5,-0.0006335979166181005
s007_v090_1,0,exact_shapley,R6,-0.007880957373345154
s007_v090_1,0,exact_shapley,R7,-0.008917324968933826
s007_v090_1,0,exact_shapley,R8,0.0001269086156838739
