sample_id,gallery_view,method,rule,attribution
s007_v090_1,0,rule_removal,R3,-0.00015544891357421875
s007_v090_1,0,rule_removal,R4,0.007748842239379883
s007_v090_1,0,rule_removal,R5,3.266334533691406e-05
s007_v090_1,0,rule_removal,R6,0.0076978206634521484
s007_v090_1,0,rule_removal,R7,0.008532613515853882
s007_v090_1,0,rule_removal,R8,-0.0003571510314941406
s007_v090_1,0,integrated_gradients,R1,0.08958980441093445
s007_v090_1,0,integrated_gradients,R2,-0.14563649892807007
s007_v090_1,0,integrated_gradients,R3,-0.00020457962818909436
s007_v090_1,0,integrated_gradients,R4,0.009629260748624802
s007_v090_1,0,integrated_gradients,R5,7.941976946312934e-05
s007_v090_1,0,integrated_gradients,R6,0.009558651596307755
s007_v090_1,0,integrated_gradients,R7,0.010589562356472015
s007_v090_1,0,integrated_gradients,R8,-0.0004623713903129101
s007_v090_1,0,exact_shapley,R1,0.08078551714424975
s007_v090_1,0,exact_shapley,R2,-0.13389683290733956
s007_v090_1,0,exact_shapley,R3,-0.00018676594305588878
s007_v090_1,0,exact_shapley,R4,0.008642250053526368
s007_v090_1,0,exact_shapley,R5,8.832908305755893e-05
s007_v090_1,0,exact_shapley,R6,0.008674910066474695
s007_v090_1,0,exact_shapley,R7,0.009451337211430655
s007_v090_1,0,exact_shapley,R8,-0.0004186842131730373
